gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Athaliana_geneID,Gene_Function
Soltu.DM.09G001260,251.6770915,1.809809085,0.488743672,3.702982136,0.00021308,0.013484736,AT3G09270,glutathione S-transferase TAU
Soltu.DM.09G001780,749.5318495,-1.042416305,0.329884021,-3.159947856,0.001577974,0.045669423,AT1G07440,NAD(P)-binding Rossmann-fold superfamily protein
Soltu.DM.09G002920,26.01275801,1.221859354,0.359304244,3.400626001,0.000672317,0.026708669,AT4G21065,Tetratricopeptide repeat (TPR)-like superfamily protein
Soltu.DM.09G002950,37.09123359,2.217003062,0.623586912,3.55524309,0.00037763,0.018769407,AT1G06620,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Soltu.DM.09G002960,243.1540013,1.969899422,0.537112648,3.667572209,0.000244864,0.014725686,AT1G06620,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Soltu.DM.09G002970,215.472335,1.815323562,0.394981955,4.595965818,4.31E-06,0.000893087,AT1G06620,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Soltu.DM.09G003140,85.39291886,-1.201193199,0.350174548,-3.430269864,0.000602981,0.02525015,NA,Nucleic acid-binding; OB-fold-like protein
Soltu.DM.09G005210,75.56452444,2.982709687,0.833115587,3.580187112,0.000343348,0.017628989,AT2G39210,Major facilitator superfamily protein
Soltu.DM.09G007080,36.08441941,1.460291932,0.422847427,3.453472436,0.000553419,0.024241305,AT2G37320,Tetratricopeptide repeat (TPR)-like superfamily protein
Soltu.DM.09G007650,30.51108994,2.214036468,0.704468368,3.142847244,0.001673131,0.046987336,AT2G38250,Homeodomain-like superfamily protein
Soltu.DM.09G008350,28.42998638,-1.115809076,0.311200223,-3.585502176,0.00033643,0.017479917,AT2G46760,D-arabinono-1;4-lactone oxidase family protein
Soltu.DM.09G009490,206.2713623,2.257860715,0.70736069,3.191951074,0.001413153,0.042940859,AT2G38470,WRKY DNA-binding protein
Soltu.DM.09G009900,186.9906481,1.987103125,0.565530763,3.513695905,0.000441918,0.021005598,AT5G05340,Peroxidase superfamily protein
Soltu.DM.09G012800,417.0602251,-1.898828001,0.544399413,-3.487931758,0.000486772,0.022403875,AT5G58300,Leucine-rich repeat protein kinase family protein
Soltu.DM.09G019250,1681.554381,4.837804055,1.105476211,4.376217243,1.21E-05,0.001838372,AT3G63060,EID1-like
Soltu.DM.09G019660,77.38733154,-1.496986222,0.474452832,-3.155184498,0.001603966,0.046041908,AT4G09820,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Soltu.DM.09G019700,15.30547944,-1.60563089,0.500213474,-3.209891321,0.001327852,0.041772822,AT5G19260,Protein of unknown function (DUF3049)
Soltu.DM.09G020460,409.6944766,2.674269799,0.720180918,3.713330541,0.000204549,0.013193851,AT3G22970,Protein of unknown function (DUF506) 
Soltu.DM.09G021640,61.38101699,1.294039254,0.322457258,4.013056686,5.99E-05,0.005576238,AT4G28570,Long-chain fatty alcohol dehydrogenase family protein
Soltu.DM.09G022610,184.4583113,1.46952471,0.41570814,3.534991425,0.000407788,0.019789169,AT3G63010,alpha/beta-Hydrolases superfamily protein
Soltu.DM.09G023500,30.9979923,1.984215611,0.51391378,3.860989309,0.000112929,0.008790563,AT2G06510,replication protein A 1A
Soltu.DM.09G023540,79.60735914,1.152275217,0.272939152,4.22172931,2.42E-05,0.002998757,AT3G62890,Pentatricopeptide repeat (PPR) superfamily protein
Soltu.DM.09G024150,1700.979646,1.088250815,0.317943465,3.422780887,0.00061984,0.025605163,AT5G26340,Major facilitator superfamily protein
Soltu.DM.09G024200,2290.48588,2.443105419,0.589620288,4.143523328,3.42E-05,0.003722782,NA,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Soltu.DM.09G025630,117.4516009,1.108669493,0.342282517,3.239047971,0.001199294,0.039561748,AT2G23770,Protein kinase superfamily protein
Soltu.DM.09G026080,340.4944007,1.470641276,0.420948635,3.493635932,0.00047649,0.022171371,AT4G14450,conserved hypothetical protein
Soltu.DM.09G026180,37.22327787,2.812942574,0.83689635,3.361160046,0.000776158,0.029286855,AT1G06620,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Soltu.DM.09G026670,1146.7096,1.306162414,0.289443961,4.512660791,6.40E-06,0.001191198,AT2G38940,phosphate transporter 1;4
Soltu.DM.09G027470,33.63025512,-1.213745336,0.359050856,-3.380427354,0.000723732,0.028047047,AT1G04570,Major facilitator superfamily protein
Soltu.DM.09G028560,420.8528897,-1.784255195,0.542391714,-3.28960629,0.001003277,0.035227953,AT5G13930,Chalcone and stilbene synthase family protein
Soltu.DM.09G028680,200.1773216,-1.071360779,0.246047621,-4.354282209,1.34E-05,0.001977125,AT1G04730,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Soltu.DM.09G031820,1660.883914,2.625466355,0.678168873,3.871404986,0.00010821,0.008629041,AT4G02280,sucrose synthase
Soltu.DM.10G000080,64.13704103,-1.62247186,0.390871204,-4.150911714,3.31E-05,0.003622719,AT2G46830,Homeodomain-like superfamily protein
Soltu.DM.10G000080,64.13704103,-1.62247186,0.390871204,-4.150911714,3.31E-05,0.003622719,AT1G01060,circadian clock associated
Soltu.DM.10G000090,794.1349993,-1.347077757,0.274773171,-4.90250832,9.46E-07,0.000298535,AT1G01060,Homeodomain-like superfamily protein
Soltu.DM.10G000390,398.1219536,-1.078614547,0.324356823,-3.325394968,0.000882934,0.032149108,AT5G28237,Pyridoxal-5'-phosphate-dependent enzyme family protein
Soltu.DM.10G000500,115.507387,-1.650335423,0.458474308,-3.599624655,0.000318677,0.017045687,AT1G61680,terpene synthase
Soltu.DM.10G000510,206.5500885,-1.754596532,0.453501713,-3.868996485,0.000109284,0.008651336,AT1G61680,terpene synthase
Soltu.DM.10G003670,27.17757667,1.60055997,0.432887523,3.697403795,0.000217816,0.013665269,AT3G14690,cytochrome P450; family 72; subfamily A; polypeptide
Soltu.DM.10G003790,411.7349942,4.333773803,1.249965837,3.467113801,0.000526079,0.023711682,AT2G42560,late embryogenesis abundant domain-containing protein / LEA domain-containing protein
Soltu.DM.10G005000,377.4691794,2.804111706,0.630398163,4.448159703,8.66E-06,0.001439298,AT3G15210,erf domain protein
Soltu.DM.10G005310,82.20122841,1.911106352,0.555660128,3.439344042,0.000583126,0.025038749,AT2G46660,cytochrome P450; family 78; subfamily A; polypeptide
Soltu.DM.10G005320,88.207239,-1.012008901,0.307515099,-3.290924266,0.000998588,0.035176795,AT2G46640,conserved hypothetical protein
Soltu.DM.10G005900,399.5205065,1.403888219,0.355304617,3.951224255,7.78E-05,0.006690396,AT2G37040,PHE ammonia lyase
Soltu.DM.10G010380,148.1478267,1.044552057,0.244240309,4.276739002,1.90E-05,0.002580438,AT5G62990,Ubiquitin carboxyl-terminal hydrolase family protein
Soltu.DM.10G011050,78.68151028,1.516117206,0.427642173,3.545293946,0.000392175,0.019315973,AT5G19875,conserved hypothetical protein
Soltu.DM.10G012320,235.0353784,1.569563349,0.220865091,7.106434723,1.19E-12,2.36E-09,NA,hypothetical protein
Soltu.DM.10G013400,867.0169811,1.601388068,0.330297972,4.848313348,1.25E-06,0.000361427,AT4G24220,NAD(P)-binding Rossmann-fold superfamily protein
Soltu.DM.10G014680,296.6675695,1.244947073,0.326976728,3.807448561,0.000140408,0.010054871,AT1G44542,Cyclase family protein
Soltu.DM.10G015000,72.54633911,1.706786626,0.347580171,4.910483301,9.09E-07,0.000295202,AT1G45249,abscisic acid responsive elements-binding factor
Soltu.DM.10G015020,41.91377249,1.635683556,0.476634218,3.431737579,0.000599728,0.02525015,AT4G33980,cold regulated gene
Soltu.DM.10G016030,715.1164078,1.266789055,0.142566993,8.885570441,6.36E-19,4.61E-15,AT2G16365,F-box family protein
Soltu.DM.10G017860,717.8371147,1.599271306,0.492531349,3.247044702,0.001166101,0.039055404,AT2G17040,NAC domain containing protein
Soltu.DM.10G018680,116.7572822,5.288518574,1.223269826,4.323264142,1.54E-05,0.002216467,AT2G38540,lipid transfer protein
Soltu.DM.10G018790,363.7104681,3.832057594,0.948531993,4.039987711,5.35E-05,0.005082384,AT2G38540,lipid transfer protein
Soltu.DM.10G018810,141.3957664,4.264369315,0.909742358,4.687447248,2.77E-06,0.0006546,AT2G38540,lipid transfer protein
Soltu.DM.10G019160,25.27195349,2.471952114,0.517558401,4.776180054,1.79E-06,0.000468596,AT5G03570,iron regulated
Soltu.DM.10G019180,266.1147814,1.044962184,0.185317169,5.638776966,1.71E-08,1.29E-05,AT5G01720,RNI-like superfamily protein
Soltu.DM.10G024030,261.587266,-1.047406231,0.266677501,-3.927613785,8.58E-05,0.0071835,AT2G37210,lysine decarboxylase family protein
Soltu.DM.10G024900,21.59589679,-1.993046397,0.62151032,-3.206779247,0.0013423,0.041836694,AT3G52910,growth-regulating factor
Soltu.DM.10G025190,241.204205,-1.794691269,0.559208884,-3.209339695,0.001330402,0.041772822,AT3G51680,NAD(P)-binding Rossmann-fold superfamily protein
Soltu.DM.10G026330,746.4500709,2.126897773,0.583454983,3.645350258,0.000267028,0.015282393,AT3G56880,VQ motif-containing protein
Soltu.DM.10G026590,96.29806589,1.008426699,0.316765434,3.183512441,0.001454999,0.043810954,AT2G23180,cytochrome P450; family 96; subfamily A; polypeptide
Soltu.DM.10G026840,220.9467269,-1.001917439,0.295145949,-3.394650827,0.000687162,0.027199113,AT5G06700,Plant protein of unknown function (DUF828)
Soltu.DM.10G028240,4938.905703,-1.366580154,0.381119584,-3.58569911,0.000336176,0.017479917,AT5G46800,Mitochondrial substrate carrier family protein
Soltu.DM.10G028300,506.6820903,4.245197296,1.193289334,3.557559071,0.000374317,0.018743356,AT5G12840,nuclear factor Y; subunit A9
Soltu.DM.10G029690,190.258817,-1.886303474,0.305964237,-6.165110976,7.04E-10,7.67E-07,AT2G32560,F-box family protein
Soltu.DM.10G029820,46.51406454,-1.956678532,0.601239966,-3.2544053,0.0011363,0.038471632,AT1G63380,NAD(P)-binding Rossmann-fold superfamily protein
Soltu.DM.10G029820,46.51406454,-1.956678532,0.601239966,-3.2544053,0.0011363,0.038471632,AT1G62610,NAD(P)-binding Rossmann-fold superfamily protein
Soltu.DM.11G001000,1389.762621,1.19935077,0.198670119,6.03689563,1.57E-09,1.43E-06,AT4G22260,Alternative oxidase family protein
Soltu.DM.11G002380,91.54426732,-1.179961657,0.34679734,-3.402453017,0.000667838,0.026639066,AT1G74670,GAST1 protein homolog
Soltu.DM.11G002540,175.978484,2.149663297,0.595705852,3.608598593,0.000307856,0.016797029,AT5G16600,myb domain protein
Soltu.DM.11G002920,332.2721914,2.108771469,0.525129515,4.015716903,5.93E-05,0.005537369,AT5G65500,U-box domain-containing protein kinase family protein
Soltu.DM.11G003370,125.3240817,1.293038729,0.303579856,4.259303451,2.05E-05,0.002723821,AT5G64290,dicarboxylate transport 2.1
Soltu.DM.11G004060,2663.596194,-1.05102368,0.292311784,-3.595556997,0.000323698,0.017145768,AT1G65450,HXXXD-type acyl-transferase family protein
Soltu.DM.11G005310,566.0215694,-1.120086408,0.258626567,-4.330902359,1.48E-05,0.002169688,AT5G04660,cytochrome P450; family 77; subfamily A; polypeptide
Soltu.DM.11G005530,62.58293143,1.246103479,0.383871642,3.246146221,0.001169787,0.039118697,AT5G65550,UDP-Glycosyltransferase superfamily protein
Soltu.DM.11G005960,70.513461,1.058092359,0.263805313,4.010883426,6.05E-05,0.005580128,AT5G65550,UDP-Glycosyltransferase superfamily protein
Soltu.DM.11G006130,29.61047603,1.489505295,0.333388253,4.467779781,7.90E-06,0.001354807,AT3G53360,Tetratricopeptide repeat (TPR)-like superfamily protein
Soltu.DM.11G008040,43.4523884,1.221468024,0.316971808,3.853554146,0.000116416,0.008892511,AT1G20230,Pentatricopeptide repeat (PPR) superfamily protein
Soltu.DM.11G010300,19.93547473,2.46908046,0.675802903,3.653551131,0.000258638,0.015095321,AT3G06240,F-box family protein
Soltu.DM.11G010310,64.44491481,1.673727966,0.499427012,3.351296436,0.000804342,0.030035188,AT3G06240,F-box family protein
Soltu.DM.11G011430,438.237977,1.476482316,0.430544257,3.429339238,0.000605053,0.02525015,AT1G71960,ATP-binding casette family G25
Soltu.DM.11G012050,249.4535226,3.016711433,0.674517993,4.472395794,7.73E-06,0.001336403,AT3G51680,NAD(P)-binding Rossmann-fold superfamily protein
Soltu.DM.11G012620,124.5056076,3.715039147,1.151702223,3.225694171,0.001256676,0.040954832,AT1G22600,Late embryogenesis abundant protein (LEA) family protein
Soltu.DM.11G012900,212.5643756,1.207970346,0.349761781,3.453694516,0.000552963,0.024241305,AT1G53920,GDSL-motif lipase
Soltu.DM.11G015740,40.36278358,1.201796202,0.361405372,3.32534128,0.000883104,0.032149108,NA,hypothetical protein
Soltu.DM.11G017830,122.7381069,1.237856389,0.391774319,3.159615958,0.001579772,0.045669423,AT4G12070,conserved hypothetical protein
Soltu.DM.11G017890,2802.986303,2.000186778,0.632887298,3.160415423,0.001575443,0.045669423,AT1G51140,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Soltu.DM.11G019350,64.48714309,1.141344462,0.292019091,3.908458373,9.29E-05,0.007602063,AT5G39680,Pentatricopeptide repeat (PPR) superfamily protein
Soltu.DM.11G019660,86.11167197,1.770943431,0.435334471,4.068006438,4.74E-05,0.004692135,AT5G13870,xyloglucan endotransglucosylase/hydrolase
Soltu.DM.11G021100,67.18767818,-1.129835563,0.34376725,-3.286629431,0.001013942,0.035357249,AT3G50740,UDP-glucosyl transferase 72E1
Soltu.DM.11G021630,74.3377156,1.266873131,0.300480032,4.216164127,2.48E-05,0.003007125,AT2G27610,Tetratricopeptide repeat (TPR)-like superfamily protein
Soltu.DM.11G022120,105.4114716,1.529451848,0.432781398,3.534005515,0.000409313,0.019801631,AT2G27310,F-box family protein
Soltu.DM.11G022320,1817.071524,1.609358938,0.394298373,4.081576413,4.47E-05,0.004550466,AT2G35940,BEL1-like homeodomain
Soltu.DM.11G022470,119.1776281,2.459563201,0.633075154,3.885104612,0.000102286,0.008216836,AT2G28085,SAUR-like auxin-responsive protein family 
Soltu.DM.11G023020,951.756734,1.495873585,0.476235778,3.141035712,0.001683515,0.046987336,AT3G45210,Protein of unknown function DUF584
Soltu.DM.11G024620,335.1489471,3.269169162,0.936983485,3.489036056,0.000484766,0.022403875,AT5G42380,calmodulin like
Soltu.DM.12G002070,606.5083768,3.681881025,1.111175092,3.313502122,0.000921354,0.033208408,NA,Late embryogenesis abundant protein (LEA) family protein
Soltu.DM.12G003740,177.7374814,1.048773232,0.206481906,5.079250059,3.79E-07,0.000152764,AT2G03880,Pentatricopeptide repeat (PPR) superfamily protein
Soltu.DM.12G004870,22.97394412,-1.761710699,0.381272894,-4.620603053,3.83E-06,0.000841312,AT1G42430,conserved hypothetical protein
Soltu.DM.12G005300,6055.641933,2.280166752,0.665471282,3.426393918,0.000611653,0.025363196,AT1G75380,bifunctional nuclease in basal defense response
Soltu.DM.12G005570,769.5753414,1.412273089,0.452852071,3.118619032,0.001817007,0.048955754,AT5G66850,mitogen-activated protein kinase kinase kinase
Soltu.DM.12G006170,32.61061145,1.901163197,0.554361393,3.429465367,0.000604772,0.02525015,AT1G27730,zinc-finger protein
Soltu.DM.12G006210,136.7486296,1.095346123,0.298950919,3.663966404,0.000248339,0.014893521,AT3G01400,ARM repeat superfamily protein
Soltu.DM.12G009420,31.87175933,2.473512604,0.748672028,3.303866728,0.000953612,0.034088872,AT4G36220,Cytochrome P450 superfamily protein
Soltu.DM.12G011380,286.2895484,1.598177756,0.436858795,3.65833943,0.000253855,0.015000048,AT5G61820,Stress up-regulated Nod 19 domain containing protein
Soltu.DM.12G011640,171.8367141,2.309280571,0.677963527,3.406201779,0.000658735,0.026500174,AT2G01670,nudix hydrolase homolog
Soltu.DM.12G015680,6933.732519,1.863648212,0.511522691,3.643334387,0.000269129,0.01529748,AT1G08570,atypical CYS  HIS rich thioredoxin
Soltu.DM.12G022800,1062.421765,3.409300353,0.877847253,3.883705667,0.000102876,0.008233897,AT5G44210,erf domain protein
Soltu.DM.12G022930,36.51087455,1.92833244,0.448316916,4.301270757,1.70E-05,0.002369879,AT2G34930,disease resistance family protein / LRR family protein
Soltu.DM.12G022940,54.44189043,1.636486605,0.444141909,3.68460299,0.000229059,0.014007368,AT2G25470,receptor like protein
Soltu.DM.12G022990,223.7607127,-1.039203598,0.27118746,-3.832048863,0.00012708,0.009378109,AT4G27310,B-box type zinc finger family protein
Soltu.DM.12G023800,2710.935787,1.674110746,0.238114277,7.030702948,2.05E-12,3.73E-09,AT3G07650,CONSTANS-like
Soltu.DM.12G023800,2710.935787,1.674110746,0.238114277,7.030702948,2.05E-12,3.73E-09,AT3G07650,B-box type zinc finger protein with CCT domain
Soltu.DM.12G023820,661.8644982,1.477254423,0.451524063,3.271706966,0.001069003,0.036933041,NA,hypothetical protein
Soltu.DM.12G024590,204.6002281,-1.036437664,0.281632813,-3.680102662,0.00023314,0.014177261,AT5G08020,Replication factor-A protein 1-related
Soltu.DM.12G024950,1352.428984,2.397793602,0.586552792,4.087941676,4.35E-05,0.004465621,AT3G24520,heat shock transcription factor  C1
Soltu.DM.12G025220,26.58425086,4.566364101,1.120340103,4.075873111,4.58E-05,0.004623866,AT1G77210,sugar transporter
Soltu.DM.12G025510,1901.393343,1.439325098,0.432084724,3.33111776,0.00086498,0.031862293,NA,hypothetical protein
Soltu.DM.12G025630,1362.572149,2.483903817,0.588857594,4.218174039,2.46E-05,0.003007125,AT4G29190,CCCH-type zinc finger family protein
Soltu.DM.12G025910,69.59865397,1.724759996,0.45953115,3.753303769,0.000174519,0.011850001,AT4G33050,calmodulin-binding family protein
Soltu.DM.12G027450,83.7953192,1.154957493,0.345966719,3.338348541,0.00084278,0.031149936,NA,hypothetical protein
Soltu.DM.12G027830,440.7337718,1.029426172,0.287172799,3.584692477,0.000337476,0.017492486,AT2G25620,DNA-binding protein phosphatase
Soltu.DM.12G027980,415.7270444,-2.000008364,0.591245744,-3.382702347,0.000717764,0.027903068,AT3G49190,O-acyltransferase (WSD1-like) family protein
Soltu.DM.12G029330,4221.596426,3.377650895,0.923153314,3.658819011,0.00025338,0.015000048,AT4G27410,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
